Beryllium Hydrogen Sulfate	Be(HSO4)2
Beryllium Hydroxide	Be(OH)2
Beryllium Cyanide	Be(CN)2
Beryllium Permanganate	Be(MnO4)2
Beryllium Hydrogen Carbonate	Be(HCO3)2
Beryllium Hypochlorite	Be(ClO)2
Beryllium Chlorite	Be(ClO2)2
Beryllium Chlorate	Be(ClO3)2
Beryllium Perchlorate	Be(ClO4)2
Beryllium Bromate	Be(BrO3)2
Beryllium Iodate	Be(IO3)2
Beryllium Periodate	Be(IO4)2
Beryllium Acetate	Be(C2H3O2)2
Beryllium Dihydrogen Phosphate	Be(H2PO4)2
Beryllium Carbonate	BeCO3
Beryllium Sulfite	BeSO3
Beryllium Sulfate	BeSO4
Beryllium Thiosulfate	BeS2O3
Beryllium Peroxide	BeO2
Beryllium Chromate	BeCrO4
Beryllium Dichromate	BeCr2O7
Beryllium Hydrogen Phosphate	BeHPO4
Beryllium Phosphate	Be3(PO4)2
Beryllium Arsenate	Be3(AsO4)2
Beryllium Nitride	Be3N2
Beryllium Phosphide	Be3P2
Beryllium Arsenide	Be3As2
Beryllium Oxide	BeO
Beryllium Sulfide	BeS
Beryllium Selenide	BeSe
Beryllium Telluride	BeTe
Beryllium Fluoride	BeF2
Beryllium Chloride	BeCl2
Beryllium Bromide	BeBr2
Beryllium Iodide	BeI2
Magnesium Nitrite	Mg(NO2)2
Magnesium Nitrate	Mg(NO3)2
Magnesium Hydrogen Sulfate	Mg(HSO4)2
Magnesium Hydroxide	Mg(OH)2
Magnesium Cyanide	Mg(CN)2
Magnesium Permanganate	Mg(MnO4)2
Magnesium Hydrogen Carbonate	Mg(HCO3)2
Magnesium Hypochlorite	Mg(ClO)2
Magnesium Chlorite	Mg(ClO2)2
Magnesium Chlorate	Mg(ClO3)2
Magnesium Perchlorate	Mg(ClO4)2
Magnesium Bromate	Mg(BrO3)2
Magnesium Iodate	Mg(IO3)2
Magnesium Periodate	Mg(IO4)2
Magnesium Acetate	Mg(C2H3O2)2
Magnesium Dihydrogen Phosphate	Mg(H2PO4)2
Magnesium Carbonate	MgCO3
Magnesium Sulfite	MgSO3
Magnesium Sulfate	MgSO4
Magnesium Thiosulfate	MgS2O3
Magnesium Peroxide	MgO2
Magnesium Chromate	MgCrO4
Magnesium Dichromate	MgCr2O7
Magnesium Hydrogen Phosphate	MgHPO4
Magnesium Phosphate	Mg3(PO4)2
Magnesium Arsenate	Mg3(AsO4)2
Magnesium Nitride	Mg3N2
Magnesium Phosphide	Mg3P2
Magnesium Arsenide	Mg3As2
Magnesium Oxide	MgO
Magnesium Sulfide	MgS
Magnesium Selenide	MgSe
Magnesium Telluride	MgTe
Magnesium Fluoride	MgF2
Magnesium Chloride	MgCl2
Magnesium Bromide	MgBr2
Magnesium Iodide	MgI2
Calcium Nitrite	Ca(NO2)2
Calcium Nitrate	Ca(NO3)2
Calcium Hydrogen Sulfate	Ca(HSO4)2
Calcium Hydroxide	Ca(OH)2
Calcium Cyanide	Ca(CN)2
Calcium Permanganate	Ca(MnO4)2
Calcium Hydrogen Carbonate	Ca(HCO3)2
Calcium Hypochlorite	Ca(ClO)2
Calcium Chlorite	Ca(ClO2)2
Calcium Chlorate	Ca(ClO3)2
Calcium Perchlorate	Ca(ClO4)2
Calcium Bromate	Ca(BrO3)2
Calcium Iodate	Ca(IO3)2
Calcium Periodate	Ca(IO4)2
Calcium Acetate	Ca(C2H3O2)2
Calcium Dihydrogen Phosphate	Ca(H2PO4)2
Calcium Carbonate	CaCO3
Calcium Sulfite	CaSO3
Calcium Sulfate	CaSO4
Calcium Thiosulfate	CaS2O3
Calcium Peroxide	CaO2
Calcium Chromate	CaCrO4
Calcium Dichromate	CaCr2O7
Calcium Hydrogen Phosphate	CaHPO4
Calcium Phosphate	Ca3(PO4)2
Calcium Arsenate	Ca3(AsO4)2
Calcium Nitride	Ca3N2
Calcium Phosphide	Ca3P2
Calcium Arsenide	Ca3As2
Calcium Oxide	CaO
Calcium Sulfide	CaS
Calcium Selenide	CaSe
Calcium Telluride	CaTe
Calcium Fluoride	CaF2
Calcium Chloride	CaCl2
Calcium Bromide	CaBr2
Calcium Iodide	CaI2
Strontium Nitrite	Sr(NO2)2
Strontium Nitrate	Sr(NO3)2
Strontium Hydrogen Sulfate	Sr(HSO4)2
Strontium Hydroxide	Sr(OH)2
Strontium Cyanide	Sr(CN)2
Strontium Permanganate	Sr(MnO4)2
Strontium Hydrogen Carbonate	Sr(HCO3)2
Strontium Hypochlorite	Sr(ClO)2
Strontium Chlorite	Sr(ClO2)2
Strontium Chlorate	Sr(ClO3)2
Strontium Perchlorate	Sr(ClO4)2
Strontium Bromate	Sr(BrO3)2
Strontium Iodate	Sr(IO3)2
Strontium Periodate	Sr(IO4)2
Strontium Acetate	Sr(C2H3O2)2
Strontium Dihydrogen Phosphate	Sr(H2PO4)2
Strontium Carbonate	SrCO3
Strontium Sulfite	SrSO3
Strontium Sulfate	SrSO4
Strontium Thiosulfate	SrS2O3
Strontium Peroxide	SrO2
Strontium Chromate	SrCrO4
Strontium Dichromate	SrCr2O7
Strontium Hydrogen Phosphate	SrHPO4
Strontium Phosphate	Sr3(PO4)2
Strontium Arsenate	Sr3(AsO4)2
Strontium Nitride	Sr3N2
Strontium Phosphide	Sr3P2
Strontium Arsenide	Sr3As2
Strontium Oxide	SrO
Strontium Sulfide	SrS
Strontium Selenide	SrSe
Strontium Telluride	SrTe
Strontium Fluoride	SrF2
Strontium Chloride	SrCl2
Strontium Bromide	SrBr2
Strontium Iodide	SrI2
Barium Nitrite	Ba(NO2)2
Barium Nitrate	Ba(NO3)2
Barium Hydrogen Sulfate	Ba(HSO4)2
Barium Hydroxide	Ba(OH)2
Barium Cyanide	Ba(CN)2
Barium Permanganate	Ba(MnO4)2
Barium Hydrogen Carbonate	Ba(HCO3)2
Barium Hypochlorite	Ba(ClO)2
Barium Chlorite	Ba(ClO2)2
Barium Chlorate	Ba(ClO3)2
Barium Perchlorate	Ba(ClO4)2
Barium Bromate	Ba(BrO3)2
Barium Iodate	Ba(IO3)2
Barium Periodate	Ba(IO4)2
Barium Acetate	Ba(C2H3O2)2
Barium Dihydrogen Phosphate	Ba(H2PO4)2
Barium Carbonate	BaCO3
Barium Sulfite	BaSO3
Barium Sulfate	BaSO4
Barium Thiosulfate	BaS2O3
Barium Peroxide	BaO2
Barium Chromate	BaCrO4
Barium Dichromate	BaCr2O7
Barium Hydrogen Phosphate	BaHPO4
Barium Phosphate	Ba3(PO4)2
Barium Arsenate	Ba3(AsO4)2
Barium Nitride	Ba3N2
Barium Phosphide	Ba3P2
Barium Arsenide	Ba3As2
Barium Oxide	BaO
Barium Sulfide	BaS
Barium Selenide	BaSe
Barium Telluride	BaTe
Barium Fluoride	BaF2
Barium Chloride	BaCl2
Barium Bromide	BaBr2
Barium Iodide	BaI2
Scandium Nitrite	Sc(NO2)3
Scandium Nitrate	Sc(NO3)3
Scandium Hydrogen Sulfate	Sc(HSO4)3
Scandium Hydroxide	Sc(OH)3
Scandium Cyanide	Sc(CN)3
Scandium Permanganate	Sc(MnO4)3
Scandium Hydrogen Carbonate	Sc(HCO3)3
Scandium Hypochlorite	Sc(ClO)3
Scandium Chlorite	Sc(ClO2)3
Scandium Chlorate	Sc(ClO3)3
Scandium Perchlorate	Sc(ClO4)3
Scandium Bromate	Sc(BrO3)3
Scandium Iodate	Sc(IO3)3
Scandium Periodate	Sc(IO4)3
Scandium Acetate	Sc(C2H3O2)3
Scandium Dihydrogen Phosphate	Sc(H2PO4)3
Scandium Carbonate	Sc2(CO3)3
Scandium Sulfite	Sc2(SO3)3
Scandium Sulfate	Sc2(SO4)3
Scandium Thiosulfate	Sc2(S2O3)3
Scandium Peroxide	Sc2(O2)3
Scandium Chromate	Sc2(CrO4)3
Scandium Dichromate	Sc2(Cr2O7)3
Scandium Hydrogen Phosphate	Sc2(HPO4)3
Scandium Phosphate	ScPO4
Scandium Arsenate	ScAsO4
Scandium Nitride	ScN
Scandium Phosphide	ScP
Scandium Arsenide	ScAs
Scandium Oxide	Sc2O3
Scandium Sulfide	Sc2S3
Scandium Selenide	Sc2Se3
Scandium Telluride	Sc2Te3
Scandium Fluoride	ScF3
Scandium Chloride	ScCl3
Scandium Bromide	ScBr3
Scandium Iodide	ScI3
Yttrium Nitrite	Y(NO2)3
Yttrium Nitrate	Y(NO3)3
Yttrium Hydrogen Sulfate	Y(HSO4)3
Yttrium Hydroxide	Y(OH)3
Yttrium Cyanide	Y(CN)3
Yttrium Permanganate	Y(MnO4)3
Yttrium Hydrogen Carbonate	Y(HCO3)3
Yttrium Hypochlorite	Y(ClO)3
Yttrium Chlorite	Y(ClO2)3
Yttrium Chlorate	Y(ClO3)3
Yttrium Perchlorate	Y(ClO4)3
Yttrium Bromate	Y(BrO3)3
Yttrium Iodate	Y(IO3)3
Yttrium Periodate	Y(IO4)3
Yttrium Acetate	Y(C2H3O2)3
Yttrium Dihydrogen Phosphate	Y(H2PO4)3
Yttrium Carbonate	Y2(CO3)3
Yttrium Sulfite	Y2(SO3)3
Yttrium Sulfate	Y2(SO4)3
Yttrium Thiosulfate	Y2(S2O3)3
Yttrium Peroxide	Y2(O2)3
Yttrium Chromate	Y2(CrO4)3
Yttrium Dichromate	Y2(Cr2O7)3
Yttrium Hydrogen Phosphate	Y2(HPO4)3
Yttrium Phosphate	YPO4
Yttrium Arsenate	YAsO4
Yttrium Nitride	YN
Yttrium Phosphide	YP
Yttrium Arsenide	YAs
Yttrium Oxide	Y2O3
Yttrium Sulfide	Y2S3
Yttrium Selenide	Y2Se3
Yttrium Telluride	Y2Te3
Yttrium Fluoride	YF3
Yttrium Chloride	YCl3
Yttrium Bromide	YBr3
Yttrium Iodide	YI3
Lanthanum Nitrite	La(NO2)3
Lanthanum Nitrate	La(NO3)3
Lanthanum Hydrogen Sulfate	La(HSO4)3
Lanthanum Hydroxide	La(OH)3
Lanthanum Cyanide	La(CN)3
Lanthanum Permanganate	La(MnO4)3
Lanthanum Hydrogen Carbonate	La(HCO3)3
Lanthanum Hypochlorite	La(ClO)3
Lanthanum Chlorite	La(ClO2)3
Lanthanum Chlorate	La(ClO3)3
Lanthanum Perchlorate	La(ClO4)3
Lanthanum Bromate	La(BrO3)3
Lanthanum Iodate	La(IO3)3
Lanthanum Periodate	La(IO4)3
Lanthanum Acetate	La(C2H3O2)3
Lanthanum Dihydrogen Phosphate	La(H2PO4)3
Lanthanum Carbonate	La2(CO3)3
Lanthanum Sulfite	La2(SO3)3
Lanthanum Sulfate	La2(SO4)3
Lanthanum Thiosulfate	La2(S2O3)3
Lanthanum Peroxide	La2(O2)3
Lanthanum Chromate	La2(CrO4)3
Lanthanum Dichromate	La2(Cr2O7)3
Lanthanum Hydrogen Phosphate	La2(HPO4)3
Lanthanum Phosphate	LaPO4
Lanthanum Arsenate	LaAsO4
Lanthanum Nitride	LaN
Lanthanum Phosphide	LaP
Lanthanum Arsenide	LaAs
Lanthanum Oxide	La2O3
Lanthanum Sulfide	La2S3
Lanthanum Selenide	La2Se3
Lanthanum Telluride	La2Te3
Lanthanum Fluoride	LaF3
Lanthanum Chloride	LaCl3
Lanthanum Bromide	LaBr3
Lanthanum Iodide	LaI3
Titanium (II) Nitrite	Ti(NO2)2
Titanium (II) Nitrate	Ti(NO3)2
Titanium (II) Hydrogen Sulfate	Ti(HSO4)2
Titanium (II) Hydroxide	Ti(OH)2
Titanium (II) Cyanide	Ti(CN)2
Titanium (II) Permanganate	Ti(MnO4)2
Titanium (II) Hydrogen Carbonate	Ti(HCO3)2
Titanium (II) Hypochlorite	Ti(ClO)2
Titanium (II) Chlorite	Ti(ClO2)2
Titanium (II) Chlorate	Ti(ClO3)2
Titanium (II) Perchlorate	Ti(ClO4)2
Titanium (II) Bromate	Ti(BrO3)2
Titanium (II) Iodate	Ti(IO3)2
Titanium (II) Periodate	Ti(IO4)2
Titanium (II) Acetate	Ti(C2H3O2)2
Titanium (II) Dihydrogen Phosphate	Ti(H2PO4)2
Titanium (II) Carbonate	TiCO3
Titanium (II) Sulfite	TiSO3
Titanium (II) Sulfate	TiSO4
Titanium (II) Thiosulfate	TiS2O3
Titanium (II) Peroxide	TiO2
Titanium (II) Chromate	TiCrO4
Titanium (II) Dichromate	TiCr2O7
Titanium (II) Hydrogen Phosphate	TiHPO4
Titanium (II) Phosphate	Ti3(PO4)2
Titanium (II) Arsenate	Ti3(AsO4)2
Titanium (II) Nitride	Ti3N2
Titanium (II) Phosphide	Ti3P2
Titanium (II) Arsenide	Ti3As2
Titanium (II) Oxide	TiO
Titanium (II) Sulfide	TiS
Titanium (II) Selenide	TiSe
Titanium (II) Telluride	TiTe
Titanium (II) Fluoride	TiF2
Titanium (II) Chloride	TiCl2
Titanium (II) Bromide	TiBr2
Titanium (II) Iodide	TiI2
Titanium (III) Nitrite	Ti(NO2)3
Titanium (III) Nitrate	Ti(NO3)3
Titanium (III) Hydrogen Sulfate	Ti(HSO4)3
Titanium (III) Hydroxide	Ti(OH)3
Titanium (III) Cyanide	Ti(CN)3
Titanium (III) Permanganate	Ti(MnO4)3
Titanium (III) Hydrogen Carbonate	Ti(HCO3)3
Titanium (III) Hypochlorite	Ti(ClO)3
Titanium (III) Chlorite	Ti(ClO2)3
Titanium (III) Chlorate	Ti(ClO3)3
Titanium (III) Perchlorate	Ti(ClO4)3
Titanium (III) Bromate	Ti(BrO3)3
Titanium (III) Iodate	Ti(IO3)3
Titanium (III) Periodate	Ti(IO4)3
Titanium (III) Acetate	Ti(C2H3O2)3
Titanium (III) Dihydrogen Phosphate	Ti(H2PO4)3
Titanium (III) Carbonate	Ti2(CO3)3
Titanium (III) Sulfite	Ti2(SO3)3
Titanium (III) Sulfate	Ti2(SO4)3
Titanium (III) Thiosulfate	Ti2(S2O3)3
Titanium (III) Peroxide	Ti2(O2)3
Titanium (III) Chromate	Ti2(CrO4)3
Titanium (III) Dichromate	Ti2(Cr2O7)3
Titanium (III) Hydrogen Phosphate	Ti2(HPO4)3
Titanium (III) Phosphate	TiPO4
Titanium (III) Arsenate	TiAsO4
Titanium (III) Nitride	TiN
Titanium (III) Phosphide	TiP
Titanium (III) Arsenide	TiAs
Titanium (III) Oxide	Ti2O3
Titanium (III) Sulfide	Ti2S3
Titanium (III) Selenide	Ti2Se3
Titanium (III) Telluride	Ti2Te3
Titanium (III) Fluoride	TiF3
Titanium (III) Chloride	TiCl3
Titanium (III) Bromide	TiBr3
Titanium (III) Iodide	TiI3
Vanadium (II) Nitrite	V(NO2)2
Vanadium (II) Nitrate	V(NO3)2
Vanadium (II) Hydrogen Sulfate	V(HSO4)2
Vanadium (II) Hydroxide	V(OH)2
Vanadium (II) Cyanide	V(CN)2
Vanadium (II) Permanganate	V(MnO4)2
Vanadium (II) Hydrogen Carbonate	V(HCO3)2
Vanadium (II) Hypochlorite	V(ClO)2
Vanadium (II) Chlorite	V(ClO2)2
Vanadium (II) Chlorate	V(ClO3)2
Vanadium (II) Perchlorate	V(ClO4)2
Vanadium (II) Bromate	V(BrO3)2
Vanadium (II) Iodate	V(IO3)2
Vanadium (II) Periodate	V(IO4)2
Vanadium (II) Acetate	V(C2H3O2)2
Vanadium (II) Dihydrogen Phosphate	V(H2PO4)2
Vanadium (II) Carbonate	VCO3
Vanadium (II) Sulfite	VSO3
Vanadium (II) Sulfate	VSO4
Vanadium (II) Thiosulfate	VS2O3
Vanadium (II) Peroxide	VO2
Vanadium (II) Chromate	VCrO4
Vanadium (II) Dichromate	VCr2O7
Vanadium (II) Hydrogen Phosphate	VHPO4
Vanadium (II) Phosphate	V3(PO4)2
Vanadium (II) Arsenate	V3(AsO4)2
Vanadium (II) Nitride	V3N2
Vanadium (II) Phosphide	V3P2
Vanadium (II) Arsenide	V3As2
Vanadium (II) Oxide	VO
Vanadium (II) Sulfide	VS
Vanadium (II) Selenide	VSe
Vanadium (II) Telluride	VTe
Vanadium (II) Fluoride	VF2
Vanadium (II) Chloride	VCl2
Vanadium (II) Bromide	VBr2
Vanadium (II) Iodide	VI2
Vanadium (III) Nitrite	V(NO2)3
Vanadium (III) Nitrate	V(NO3)3
Vanadium (III) Hydrogen Sulfate	V(HSO4)3
Vanadium (III) Hydroxide	V(OH)3
Vanadium (III) Cyanide	V(CN)3
Vanadium (III) Permanganate	V(MnO4)3
Vanadium (III) Hydrogen Carbonate	V(HCO3)3
Vanadium (III) Hypochlorite	V(ClO)3
Vanadium (III) Chlorite	V(ClO2)3
Vanadium (III) Chlorate	V(ClO3)3
Vanadium (III) Perchlorate	V(ClO4)3
Vanadium (III) Bromate	V(BrO3)3
Vanadium (III) Iodate	V(IO3)3
Vanadium (III) Periodate	V(IO4)3
Vanadium (III) Acetate	V(C2H3O2)3
Vanadium (III) Dihydrogen Phosphate	V(H2PO4)3
Vanadium (III) Carbonate	V2(CO3)3
Vanadium (III) Sulfite	V2(SO3)3
Vanadium (III) Sulfate	V2(SO4)3
Vanadium (III) Thiosulfate	V2(S2O3)3
Vanadium (III) Peroxide	V2(O2)3
Vanadium (III) Chromate	V2(CrO4)3
Vanadium (III) Dichromate	V2(Cr2O7)3
Vanadium (III) Hydrogen Phosphate	V2(HPO4)3
Vanadium (III) Phosphate	VPO4
Vanadium (III) Arsenate	VAsO4
Vanadium (III) Nitride	VN
Vanadium (III) Phosphide	VP
Vanadium (III) Arsenide	VAs
Vanadium (III) Oxide	V2O3
Vanadium (III) Sulfide	V2S3
Vanadium (III) Selenide	V2Se3
Vanadium (III) Telluride	V2Te3
Vanadium (III) Fluoride	VF3
Vanadium (III) Chloride	VCl3
Vanadium (III) Bromide	VBr3
Vanadium (III) Iodide	VI3
Chromium (II) Nitrite	Cr(NO2)2
Chromium (II) Nitrate	Cr(NO3)2
Chromium (II) Hydrogen Sulfate	Cr(HSO4)2
Chromium (II) Hydroxide	Cr(OH)2
Chromium (II) Cyanide	Cr(CN)2
Chromium (II) Permanganate	Cr(MnO4)2
Chromium (II) Hydrogen Carbonate	Cr(HCO3)2
Chromium (II) Hypochlorite	Cr(ClO)2
Chromium (II) Chlorite	Cr(ClO2)2
Chromium (II) Chlorate	Cr(ClO3)2
Chromium (II) Perchlorate	Cr(ClO4)2
Chromium (II) Bromate	Cr(BrO3)2
Chromium (II) Iodate	Cr(IO3)2
Chromium (II) Periodate	Cr(IO4)2
Chromium (II) Acetate	Cr(C2H3O2)2
Chromium (II) Dihydrogen Phosphate	Cr(H2PO4)2
Chromium (II) Carbonate	CrCO3
Chromium (II) Sulfite	CrSO3
Chromium (II) Sulfate	CrSO4
Chromium (II) Thiosulfate	CrS2O3
Chromium (II) Peroxide	CrO2
Chromium (II) Chromate	CrCrO4
Chromium (II) Dichromate	CrCr2O7
Chromium (II) Hydrogen Phosphate	CrHPO4
Chromium (II) Phosphate	Cr3(PO4)2
Chromium (II) Arsenate	Cr3(AsO4)2
Chromium (II) Nitride	Cr3N2
Chromium (II) Phosphide	Cr3P2
Chromium (II) Arsenide	Cr3As2
Chromium (II) Oxide	CrO
Chromium (II) Sulfide	CrS
Chromium (II) Selenide	CrSe
Chromium (II) Telluride	CrTe
Chromium (II) Fluoride	CrF2
Chromium (II) Chloride	CrCl2
Chromium (II) Bromide	CrBr2
Chromium (II) Iodide	CrI2
Chromium (III) Nitrite	Cr(NO2)3
Chromium (III) Nitrate	Cr(NO3)3
Chromium (III) Hydrogen Sulfate	Cr(HSO4)3
Chromium (III) Hydroxide	Cr(OH)3
Chromium (III) Cyanide	Cr(CN)3
Chromium (III) Permanganate	Cr(MnO4)3
Chromium (III) Hydrogen Carbonate	Cr(HCO3)3
Chromium (III) Hypochlorite	Cr(ClO)3
Chromium (III) Chlorite	Cr(ClO2)3
Chromium (III) Chlorate	Cr(ClO3)3
Chromium (III) Perchlorate	Cr(ClO4)3
Chromium (III) Bromate	Cr(BrO3)3
Chromium (III) Iodate	Cr(IO3)3
Chromium (III) Periodate	Cr(IO4)3
Chromium (III) Acetate	Cr(C2H3O2)3
Chromium (III) Dihydrogen Phosphate	Cr(H2PO4)3
Chromium (III) Carbonate	Cr2(CO3)3
Chromium (III) Sulfite	Cr2(SO3)3
Chromium (III) Sulfate	Cr2(SO4)3
Chromium (III) Thiosulfate	Cr2(S2O3)3
Chromium (III) Peroxide	Cr2(O2)3
Chromium (III) Chromate	Cr2(CrO4)3
Chromium (III) Dichromate	Cr2(Cr2O7)3
Chromium (III) Hydrogen Phosphate	Cr2(HPO4)3
Chromium (III) Phosphate	CrPO4
Chromium (III) Arsenate	CrAsO4
Chromium (III) Nitride	CrN
Chromium (III) Phosphide	CrP
Chromium (III) Arsenide	CrAs
Chromium (III) Oxide	Cr2O3
Chromium (III) Sulfide	Cr2S3
Chromium (III) Selenide	Cr2Se3
Chromium (III) Telluride	Cr2Te3
Chromium (III) Fluoride	CrF3
Chromium (III) Chloride	CrCl3
Chromium (III) Bromide	CrBr3
Chromium (III) Iodide	CrI3
Manganese (II) Nitrite	Mn(NO2)2
Manganese (II) Nitrate	Mn(NO3)2
Manganese (II) Hydrogen Sulfate	Mn(HSO4)2
Manganese (II) Hydroxide	Mn(OH)2
Manganese (II) Cyanide	Mn(CN)2
Manganese (II) Permanganate	Mn(MnO4)2
Manganese (II) Hydrogen Carbonate	Mn(HCO3)2
Manganese (II) Hypochlorite	Mn(ClO)2
Manganese (II) Chlorite	Mn(ClO2)2
Manganese (II) Chlorate	Mn(ClO3)2
